,matchId,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueEliteMonsters,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redEliteMonsters,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin,bluewins
73,EUW1_6111260072,17,4,1,6,7,9,0,0,0,0,15757,6.2,14733,178,34,-512,290,19.7716266050562,1750.233260763318,9,1,0,7,6,7,0,1,1,0,15245,6.2,15023,179,54,512,-290,19.882703159017197,1693.3620651352912,0
74,EUW1_6111238959,38,4,0,2,8,2,0,0,0,0,13463,6.2,14985,179,49,4207,1698,19.88240869642487,1495.401498770771,39,4,1,8,2,7,1,0,1,0,17670,6.6,16683,191,57,-4207,-1698,21.21530760344777,1962.6936405912147,0
75,EUW1_6111286695,9,2,1,4,7,2,0,0,0,0,14225,6.2,15574,188,56,1624,93,20.883165354680568,1580.1224849485695,13,1,0,7,4,4,0,0,0,0,15849,6.2,15667,214,28,-1624,-93,23.77126269096618,1760.51748779964,0
76,EUW1_6111202168,16,3,1,10,4,11,0,0,0,0,17369,6.4,16136,202,52,-3925,-1648,22.436467033943487,1929.2029500622,13,0,0,4,10,3,0,0,0,0,13444,5.8,14488,162,52,3925,1648,17.993602274746756,1493.246845566021,1
77,EUW1_6111118770,12,0,0,5,9,6,0,0,0,0,14141,6.2,14780,183,32,2964,3251,20.32670833209917,1570.7102870175647,10,2,1,9,5,6,0,0,0,0,17105,7.0,18031,199,64,-2964,-3251,22.10390687479636,1899.93631705222,0
78,EUW1_6137136125,14,1,0,3,4,3,0,0,0,0,14175,6.6,16844,203,44,754,-15,22.54737169471821,1574.4285407518753,13,2,1,4,3,2,1,0,1,0,14929,6.6,16829,222,64,-754,15,24.65771682870662,1658.175921332257,1
79,EUW1_6137090066,11,0,0,3,4,4,0,0,0,0,15382,6.8,16887,243,52,-669,-922,26.990153592115465,1708.4878294400005,9,0,1,4,3,6,0,0,0,0,14713,6.4,15965,204,47,669,922,22.658400546467306,1634.1816041184975,1
80,EUW1_6137045074,12,4,1,10,3,10,0,0,0,0,16817,6.6,15239,196,42,-2822,-677,21.77261686118846,1868.1127436459503,14,1,0,3,10,4,0,0,0,0,13995,6.2,14562,172,48,2822,677,19.106582143491917,1554.6314947567985,1
81,EUW1_6137008002,11,1,1,7,12,7,0,0,0,0,14969,6.2,14569,197,39,2805,1703,21.880217839596902,1662.563354522467,10,1,0,12,7,14,0,0,0,0,17774,6.6,16272,186,44,-2805,-1703,20.658479787639717,1974.10655777155,0
82,EUW1_6134995817,6,3,0,8,5,11,1,1,2,0,15574,6.6,16541,175,52,-310,-243,19.43785717062551,1729.858214716124,12,2,1,5,8,3,0,0,0,0,15264,6.6,16298,213,40,310,243,23.65864901338991,1695.42543915673,1
83,EUW1_6112441706,18,0,0,2,6,1,0,0,0,0,13507,6.2,15419,185,48,2395,398,20.54790716788751,1500.2193627927384,13,6,1,6,2,8,0,1,1,0,15902,6.4,15817,208,56,-2395,-398,23.102511842814067,1766.231458290525,0
84,EUW1_6112439411,13,3,1,5,8,4,1,0,1,0,13944,6.2,15355,184,42,1147,1298,20.43823727608652,1548.8629379225567,14,1,0,8,5,5,0,0,0,0,15091,6.6,16653,171,54,-1147,-1298,18.99423138158041,1676.268688768596,1
85,EUW1_6092399392,10,1,1,10,2,9,1,0,1,0,16463,6.6,16002,200,40,-3969,-1922,22.214858408046226,1828.6160698583249,12,2,0,2,10,1,0,0,0,0,12494,6.2,14080,160,48,3969,1922,17.77188672643698,1387.7622047506477,1
86,EUW1_6084349783,14,2,0,7,11,14,0,0,0,0,15008,6.4,15755,178,44,3204,2455,19.77298099905393,1667.1511170438282,13,5,1,11,7,18,0,0,0,0,18212,7.0,18210,221,51,-3204,-2455,24.549600004443366,2023.0647750267992,0
87,EUW1_6083012143,30,3,1,9,3,12,1,0,1,0,16869,6.8,17617,198,49,-2837,-2473,21.992058423347125,1873.656735067892,12,1,0,3,9,3,0,0,0,0,14032,6.2,15144,192,48,2837,2473,21.325632410518423,1558.548302002055,1
88,EUW1_6082292938,16,1,1,4,5,5,1,0,1,0,14281,6.4,15869,191,48,1457,1787,21.21432577873792,1586.1873635924408,13,3,0,5,4,3,0,0,0,0,15738,7.0,17656,202,55,-1457,-1787,22.43609323196366,1748.0160162606142,0
90,EUW1_6081939197,13,1,0,7,3,6,0,0,0,0,15891,6.6,16594,203,50,-957,154,22.54682909762703,1764.9835526620252,11,2,1,3,7,4,1,0,1,0,14934,6.8,16748,225,57,957,-154,24.990327817566904,1658.6913583446403,1
91,EUW1_6081808736,11,0,0,5,2,7,0,0,0,0,14423,6.4,15750,171,48,-966,-742,18.995040183951968,1602.1372197259604,13,3,1,2,5,1,0,0,0,0,13457,6.2,15008,186,61,966,742,20.661271779035477,1494.8319050025827,0
92,EUW1_6081875125,13,1,1,5,0,5,1,0,1,0,14447,6.6,16684,176,39,-812,-193,19.551066051499287,1604.8537002614216,13,2,0,0,5,0,0,0,0,0,13635,6.4,16491,214,72,812,193,23.77231894898209,1514.652190978368,1
93,EUW1_6081532112,12,1,0,6,9,5,0,0,0,0,14896,6.2,15465,149,53,942,-394,16.551325772302633,1654.6882463370473,21,1,1,9,6,8,0,0,0,0,15838,6.2,15071,176,38,-942,394,19.55055930151184,1759.3281716894571,0
94,EUW1_6081520052,10,25,1,7,2,5,0,0,0,0,16050,7.0,17699,208,58,-2859,-3232,23.10383768073014,1782.7720902678786,41,2,0,2,7,2,0,0,0,0,13191,6.2,14467,164,34,2859,3232,18.21648740211415,1465.205398300535,1
95,EUW1_6081544606,49,1,1,5,1,4,0,0,0,0,15256,6.4,16464,191,59,-2329,-1471,21.214168695217555,1694.4678409122464,14,7,0,1,5,1,0,0,0,0,12927,6.4,14993,193,46,2329,1471,21.436306587314075,1435.78826556585,1
96,EUW1_6075775523,13,4,1,3,5,3,1,0,1,0,14254,6.6,16214,214,59,633,231,23.77077860407769,1583.3115804790814,10,2,0,5,3,4,0,1,1,0,14887,6.6,16445,197,52,-633,-231,21.88244572431451,1653.6242106490868,0
97,EUW1_6140417144,17,3,1,5,3,6,0,0,0,0,15081,6.6,16307,170,64,-636,-532,18.88266460314933,1675.1144992946768,16,2,0,3,5,4,0,0,0,0,14445,6.4,15775,203,48,636,532,22.54812302611361,1604.4711187793653,0
98,EUW1_6137515665,9,1,0,8,4,8,0,0,0,0,16952,7.0,17716,193,48,-1561,-831,21.438052728723477,1882.994144338447,11,0,1,4,8,3,1,0,1,0,15391,6.6,16885,218,72,1561,831,24.215002564050348,1709.6013966206372,1
99,EUW1_6122570309,11,5,0,2,4,1,0,0,0,0,13830,6.2,15548,208,52,753,404,23.10229801223977,1536.080680333058,13,1,1,4,2,7,0,0,0,0,14583,6.4,15952,196,48,-753,-404,21.76947312691825,1619.715441886984,0
100,EUW1_6121849926,11,0,0,2,7,5,0,0,0,0,13163,6.2,14658,183,50,2872,2243,20.326219156628515,1462.0438402114817,14,3,1,7,2,8,1,1,2,0,16035,6.6,16901,205,59,-2872,-2243,22.76980834485708,1781.0433015111378,0
101,EUW1_6120388293,11,0,0,5,2,8,0,0,0,0,14202,6.0,15024,188,36,122,-149,20.88351331786818,1577.5939156402333,14,2,1,2,5,2,0,0,0,0,14324,6.2,14875,214,48,-122,149,23.771658776722287,1591.145982793318,0
103,EUW1_6112966459,13,2,1,3,7,5,0,0,0,0,14432,6.4,15532,196,60,684,676,21.77060154245452,1603.0271503097126,12,0,0,7,3,6,0,0,0,0,15116,6.6,16208,181,44,-684,-676,20.10448407747076,1679.002106712972,1
105,EUW1_6112118874,30,2,1,3,2,2,1,0,1,0,14113,6.4,15959,204,48,-324,-284,22.662553832822933,1567.8265796207356,18,2,0,2,3,2,0,0,0,0,13789,6.2,15675,229,44,324,284,25.439827586845357,1531.833111768605,0
107,EUW1_6107756769,11,0,1,8,6,5,0,0,0,0,16387,6.4,16568,200,55,-2160,-1692,22.214858408046226,1820.1744236632676,14,3,0,6,8,5,0,0,0,0,14227,6.0,14876,185,24,2160,1692,20.548744027442755,1580.253952856368,1
108,EUW1_6107678688,15,2,0,2,2,2,0,0,0,0,15140,6.8,16610,214,68,-811,17,23.77139471808496,1681.770635662646,18,3,1,2,2,5,1,0,1,0,14329,6.8,16627,210,64,811,-17,23.32706958316748,1591.6837145581278,0
